,type,id,attributes.accession,attributes.analysis-status,attributes.experiment-type,attributes.analysis-summary,attributes.pipeline-version,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
166,analysis-jobs,MGYA00099403,MGYA00099403,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '165550'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '163031'}, {'key': 'Nucleotide sequences after length filtering', 'value': '158141'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '158141'}, {'key': 'Reads with predicted CDS', 'value': '45771'}, {'key': 'Reads with predicted RNA', 'value': '405'}, {'key': 'Reads with InterProScan match', 'value': '78'}, {'key': 'Predicted CDS', 'value': '46005'}, {'key': 'Predicted CDS with InterProScan match', 'value': '78'}, {'key': 'Total InterProScan matches', 'value': '155'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014289,samples,ERR1189717,runs,MGYS00001499,studies
167,analysis-jobs,MGYA00099404,MGYA00099404,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '164'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '140'}, {'key': 'Nucleotide sequences after length filtering', 'value': '98'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '98'}, {'key': 'Reads with predicted CDS', 'value': '17'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '17'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015530,samples,ERR1190099,runs,MGYS00001499,studies
168,analysis-jobs,MGYA00099405,MGYA00099405,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '170'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '144'}, {'key': 'Nucleotide sequences after length filtering', 'value': '95'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '95'}, {'key': 'Reads with predicted CDS', 'value': '10'}, {'key': 'Reads with predicted RNA', 'value': '3'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '10'}, {'key': 'Predicted CDS with InterProScan match', 'value': '3'}, {'key': 'Total InterProScan matches', 'value': '4'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015529,samples,ERR1190098,runs,MGYS00001499,studies
169,analysis-jobs,MGYA00099406,MGYA00099406,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1685'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1455'}, {'key': 'Nucleotide sequences after length filtering', 'value': '974'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '974'}, {'key': 'Reads with predicted CDS', 'value': '103'}, {'key': 'Reads with predicted RNA', 'value': '17'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '104'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '5'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015533,samples,ERR1190102,runs,MGYS00001499,studies
170,analysis-jobs,MGYA00099407,MGYA00099407,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1203'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1067'}, {'key': 'Nucleotide sequences after length filtering', 'value': '812'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '812'}, {'key': 'Reads with predicted CDS', 'value': '158'}, {'key': 'Reads with predicted RNA', 'value': '16'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '159'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015538,samples,ERR1190107,runs,MGYS00001499,studies
171,analysis-jobs,MGYA00099408,MGYA00099408,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1637'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1363'}, {'key': 'Nucleotide sequences after length filtering', 'value': '963'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '963'}, {'key': 'Reads with predicted CDS', 'value': '132'}, {'key': 'Reads with predicted RNA', 'value': '20'}, {'key': 'Reads with InterProScan match', 'value': '6'}, {'key': 'Predicted CDS', 'value': '134'}, {'key': 'Predicted CDS with InterProScan match', 'value': '6'}, {'key': 'Total InterProScan matches', 'value': '9'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015540,samples,ERR1190109,runs,MGYS00001499,studies
172,analysis-jobs,MGYA00099409,MGYA00099409,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '134700'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '132929'}, {'key': 'Nucleotide sequences after length filtering', 'value': '128381'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '128381'}, {'key': 'Reads with predicted CDS', 'value': '41682'}, {'key': 'Reads with predicted RNA', 'value': '374'}, {'key': 'Reads with InterProScan match', 'value': '31'}, {'key': 'Predicted CDS', 'value': '41991'}, {'key': 'Predicted CDS with InterProScan match', 'value': '31'}, {'key': 'Total InterProScan matches', 'value': '56'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014330,samples,ERR1189758,runs,MGYS00001499,studies
173,analysis-jobs,MGYA00099410,MGYA00099410,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1093'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '905'}, {'key': 'Nucleotide sequences after length filtering', 'value': '632'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '632'}, {'key': 'Reads with predicted CDS', 'value': '76'}, {'key': 'Reads with predicted RNA', 'value': '16'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '76'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '3'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015550,samples,ERR1190119,runs,MGYS00001499,studies
174,analysis-jobs,MGYA00099411,MGYA00099411,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '165552'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '163913'}, {'key': 'Nucleotide sequences after length filtering', 'value': '159029'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '159029'}, {'key': 'Reads with predicted CDS', 'value': '54068'}, {'key': 'Reads with predicted RNA', 'value': '482'}, {'key': 'Reads with InterProScan match', 'value': '48'}, {'key': 'Predicted CDS', 'value': '54364'}, {'key': 'Predicted CDS with InterProScan match', 'value': '48'}, {'key': 'Total InterProScan matches', 'value': '95'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014341,samples,ERR1189769,runs,MGYS00001499,studies
175,analysis-jobs,MGYA00099412,MGYA00099412,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '122772'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '121467'}, {'key': 'Nucleotide sequences after length filtering', 'value': '117811'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '117811'}, {'key': 'Reads with predicted CDS', 'value': '40008'}, {'key': 'Reads with predicted RNA', 'value': '346'}, {'key': 'Reads with InterProScan match', 'value': '24'}, {'key': 'Predicted CDS', 'value': '40231'}, {'key': 'Predicted CDS with InterProScan match', 'value': '24'}, {'key': 'Total InterProScan matches', 'value': '46'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014342,samples,ERR1189770,runs,MGYS00001499,studies
176,analysis-jobs,MGYA00099413,MGYA00099413,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '416'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '354'}, {'key': 'Nucleotide sequences after length filtering', 'value': '238'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '238'}, {'key': 'Reads with predicted CDS', 'value': '33'}, {'key': 'Reads with predicted RNA', 'value': '2'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '33'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015535,samples,ERR1190104,runs,MGYS00001499,studies
177,analysis-jobs,MGYA00099414,MGYA00099414,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '54'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '54'}, {'key': 'Nucleotide sequences after length filtering', 'value': '5'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '5'}, {'key': 'Reads with predicted CDS', 'value': '2'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '2'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015528,samples,ERR1190097,runs,MGYS00001499,studies
178,analysis-jobs,MGYA00099415,MGYA00099415,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '711'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '692'}, {'key': 'Nucleotide sequences after length filtering', 'value': '613'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '613'}, {'key': 'Reads with predicted CDS', 'value': '176'}, {'key': 'Reads with predicted RNA', 'value': '4'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '178'}, {'key': 'Predicted CDS with InterProScan match', 'value': '4'}, {'key': 'Total InterProScan matches', 'value': '6'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014287,samples,ERR1189715,runs,MGYS00001499,studies
179,analysis-jobs,MGYA00099416,MGYA00099416,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '326'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '296'}, {'key': 'Nucleotide sequences after length filtering', 'value': '202'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '202'}, {'key': 'Reads with predicted CDS', 'value': '35'}, {'key': 'Reads with predicted RNA', 'value': '1'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '35'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014283,samples,ERR1189711,runs,MGYS00001499,studies
180,analysis-jobs,MGYA00099417,MGYA00099417,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '91517'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '89919'}, {'key': 'Nucleotide sequences after length filtering', 'value': '86844'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '86844'}, {'key': 'Reads with predicted CDS', 'value': '25837'}, {'key': 'Reads with predicted RNA', 'value': '285'}, {'key': 'Reads with InterProScan match', 'value': '12'}, {'key': 'Predicted CDS', 'value': '25980'}, {'key': 'Predicted CDS with InterProScan match', 'value': '14'}, {'key': 'Total InterProScan matches', 'value': '23'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014296,samples,ERR1189724,runs,MGYS00001499,studies
181,analysis-jobs,MGYA00099418,MGYA00099418,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1'}, {'key': 'Reads with predicted CDS', 'value': '1'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '1'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014304,samples,ERR1189732,runs,MGYS00001499,studies
182,analysis-jobs,MGYA00099419,MGYA00099419,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '102556'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '101516'}, {'key': 'Nucleotide sequences after length filtering', 'value': '98489'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '98489'}, {'key': 'Reads with predicted CDS', 'value': '30805'}, {'key': 'Reads with predicted RNA', 'value': '298'}, {'key': 'Reads with InterProScan match', 'value': '6'}, {'key': 'Predicted CDS', 'value': '30976'}, {'key': 'Predicted CDS with InterProScan match', 'value': '6'}, {'key': 'Total InterProScan matches', 'value': '12'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014274,samples,ERR1189702,runs,MGYS00001499,studies
183,analysis-jobs,MGYA00099420,MGYA00099420,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '230126'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '227932'}, {'key': 'Nucleotide sequences after length filtering', 'value': '221338'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '221338'}, {'key': 'Reads with predicted CDS', 'value': '66625'}, {'key': 'Reads with predicted RNA', 'value': '618'}, {'key': 'Reads with InterProScan match', 'value': '60'}, {'key': 'Predicted CDS', 'value': '66892'}, {'key': 'Predicted CDS with InterProScan match', 'value': '60'}, {'key': 'Total InterProScan matches', 'value': '108'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014323,samples,ERR1189751,runs,MGYS00001499,studies
184,analysis-jobs,MGYA00099421,MGYA00099421,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '169740'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '168100'}, {'key': 'Nucleotide sequences after length filtering', 'value': '163268'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '163268'}, {'key': 'Reads with predicted CDS', 'value': '51209'}, {'key': 'Reads with predicted RNA', 'value': '568'}, {'key': 'Reads with InterProScan match', 'value': '11'}, {'key': 'Predicted CDS', 'value': '51406'}, {'key': 'Predicted CDS with InterProScan match', 'value': '11'}, {'key': 'Total InterProScan matches', 'value': '30'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014275,samples,ERR1189703,runs,MGYS00001499,studies
185,analysis-jobs,MGYA00099422,MGYA00099422,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '13934'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '13657'}, {'key': 'Nucleotide sequences after length filtering', 'value': '13115'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '13115'}, {'key': 'Reads with predicted CDS', 'value': '3841'}, {'key': 'Reads with predicted RNA', 'value': '49'}, {'key': 'Reads with InterProScan match', 'value': '4'}, {'key': 'Predicted CDS', 'value': '3875'}, {'key': 'Predicted CDS with InterProScan match', 'value': '4'}, {'key': 'Total InterProScan matches', 'value': '10'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014353,samples,ERR1189781,runs,MGYS00001499,studies
186,analysis-jobs,MGYA00099423,MGYA00099423,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '119854'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '117935'}, {'key': 'Nucleotide sequences after length filtering', 'value': '114585'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '114585'}, {'key': 'Reads with predicted CDS', 'value': '36170'}, {'key': 'Reads with predicted RNA', 'value': '291'}, {'key': 'Reads with InterProScan match', 'value': '19'}, {'key': 'Predicted CDS', 'value': '36433'}, {'key': 'Predicted CDS with InterProScan match', 'value': '21'}, {'key': 'Total InterProScan matches', 'value': '37'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014295,samples,ERR1189723,runs,MGYS00001499,studies
187,analysis-jobs,MGYA00099424,MGYA00099424,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '251019'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '248726'}, {'key': 'Nucleotide sequences after length filtering', 'value': '241678'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '241678'}, {'key': 'Reads with predicted CDS', 'value': '74877'}, {'key': 'Reads with predicted RNA', 'value': '777'}, {'key': 'Reads with InterProScan match', 'value': '25'}, {'key': 'Predicted CDS', 'value': '75142'}, {'key': 'Predicted CDS with InterProScan match', 'value': '25'}, {'key': 'Total InterProScan matches', 'value': '57'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014331,samples,ERR1189759,runs,MGYS00001499,studies
188,analysis-jobs,MGYA00099425,MGYA00099425,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '316336'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '313119'}, {'key': 'Nucleotide sequences after length filtering', 'value': '302973'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '302973'}, {'key': 'Reads with predicted CDS', 'value': '94655'}, {'key': 'Reads with predicted RNA', 'value': '910'}, {'key': 'Reads with InterProScan match', 'value': '36'}, {'key': 'Predicted CDS', 'value': '95455'}, {'key': 'Predicted CDS with InterProScan match', 'value': '36'}, {'key': 'Total InterProScan matches', 'value': '63'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014311,samples,ERR1189739,runs,MGYS00001499,studies
189,analysis-jobs,MGYA00099426,MGYA00099426,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '182649'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '180292'}, {'key': 'Nucleotide sequences after length filtering', 'value': '175103'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '175103'}, {'key': 'Reads with predicted CDS', 'value': '43603'}, {'key': 'Reads with predicted RNA', 'value': '460'}, {'key': 'Reads with InterProScan match', 'value': '20'}, {'key': 'Predicted CDS', 'value': '43937'}, {'key': 'Predicted CDS with InterProScan match', 'value': '20'}, {'key': 'Total InterProScan matches', 'value': '42'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014357,samples,ERR1189785,runs,MGYS00001499,studies
190,analysis-jobs,MGYA00099427,MGYA00099427,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '112065'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '110253'}, {'key': 'Nucleotide sequences after length filtering', 'value': '106894'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '106894'}, {'key': 'Reads with predicted CDS', 'value': '34966'}, {'key': 'Reads with predicted RNA', 'value': '303'}, {'key': 'Reads with InterProScan match', 'value': '157'}, {'key': 'Predicted CDS', 'value': '35215'}, {'key': 'Predicted CDS with InterProScan match', 'value': '158'}, {'key': 'Total InterProScan matches', 'value': '323'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014335,samples,ERR1189763,runs,MGYS00001499,studies
191,analysis-jobs,MGYA00099428,MGYA00099428,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '149699'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '147578'}, {'key': 'Nucleotide sequences after length filtering', 'value': '142319'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '142319'}, {'key': 'Reads with predicted CDS', 'value': '43902'}, {'key': 'Reads with predicted RNA', 'value': '534'}, {'key': 'Reads with InterProScan match', 'value': '10'}, {'key': 'Predicted CDS', 'value': '44044'}, {'key': 'Predicted CDS with InterProScan match', 'value': '10'}, {'key': 'Total InterProScan matches', 'value': '15'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014308,samples,ERR1189736,runs,MGYS00001499,studies
192,analysis-jobs,MGYA00099429,MGYA00099429,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '2464'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '2307'}, {'key': 'Nucleotide sequences after length filtering', 'value': '2042'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '2042'}, {'key': 'Reads with predicted CDS', 'value': '518'}, {'key': 'Reads with predicted RNA', 'value': '106'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '519'}, {'key': 'Predicted CDS with InterProScan match', 'value': '3'}, {'key': 'Total InterProScan matches', 'value': '6'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014294,samples,ERR1189722,runs,MGYS00001499,studies
193,analysis-jobs,MGYA00099430,MGYA00099430,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '161800'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '159429'}, {'key': 'Nucleotide sequences after length filtering', 'value': '153431'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '153431'}, {'key': 'Reads with predicted CDS', 'value': '33890'}, {'key': 'Reads with predicted RNA', 'value': '532'}, {'key': 'Reads with InterProScan match', 'value': '35'}, {'key': 'Predicted CDS', 'value': '34215'}, {'key': 'Predicted CDS with InterProScan match', 'value': '35'}, {'key': 'Total InterProScan matches', 'value': '65'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014358,samples,ERR1189786,runs,MGYS00001499,studies
194,analysis-jobs,MGYA00099431,MGYA00099431,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '164360'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '161864'}, {'key': 'Nucleotide sequences after length filtering', 'value': '156429'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '156429'}, {'key': 'Reads with predicted CDS', 'value': '46945'}, {'key': 'Reads with predicted RNA', 'value': '493'}, {'key': 'Reads with InterProScan match', 'value': '50'}, {'key': 'Predicted CDS', 'value': '47159'}, {'key': 'Predicted CDS with InterProScan match', 'value': '51'}, {'key': 'Total InterProScan matches', 'value': '97'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014347,samples,ERR1189775,runs,MGYS00001499,studies
195,analysis-jobs,MGYA00099432,MGYA00099432,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '114135'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '112904'}, {'key': 'Nucleotide sequences after length filtering', 'value': '109694'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '109694'}, {'key': 'Reads with predicted CDS', 'value': '32215'}, {'key': 'Reads with predicted RNA', 'value': '337'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '32499'}, {'key': 'Predicted CDS with InterProScan match', 'value': '3'}, {'key': 'Total InterProScan matches', 'value': '5'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014316,samples,ERR1189744,runs,MGYS00001499,studies
196,analysis-jobs,MGYA00099433,MGYA00099433,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1541'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1253'}, {'key': 'Nucleotide sequences after length filtering', 'value': '906'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '906'}, {'key': 'Reads with predicted CDS', 'value': '91'}, {'key': 'Reads with predicted RNA', 'value': '25'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '91'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '1'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015534,samples,ERR1190103,runs,MGYS00001499,studies
197,analysis-jobs,MGYA00099434,MGYA00099434,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '89342'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '88520'}, {'key': 'Nucleotide sequences after length filtering', 'value': '85994'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '85994'}, {'key': 'Reads with predicted CDS', 'value': '26412'}, {'key': 'Reads with predicted RNA', 'value': '256'}, {'key': 'Reads with InterProScan match', 'value': '40'}, {'key': 'Predicted CDS', 'value': '26586'}, {'key': 'Predicted CDS with InterProScan match', 'value': '40'}, {'key': 'Total InterProScan matches', 'value': '47'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014271,samples,ERR1189699,runs,MGYS00001499,studies
198,analysis-jobs,MGYA00099435,MGYA00099435,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '167402'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '165318'}, {'key': 'Nucleotide sequences after length filtering', 'value': '160247'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '160247'}, {'key': 'Reads with predicted CDS', 'value': '53642'}, {'key': 'Reads with predicted RNA', 'value': '438'}, {'key': 'Reads with InterProScan match', 'value': '94'}, {'key': 'Predicted CDS', 'value': '53856'}, {'key': 'Predicted CDS with InterProScan match', 'value': '94'}, {'key': 'Total InterProScan matches', 'value': '184'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014345,samples,ERR1189773,runs,MGYS00001499,studies
199,analysis-jobs,MGYA00099436,MGYA00099436,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '166851'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '164208'}, {'key': 'Nucleotide sequences after length filtering', 'value': '158402'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '158402'}, {'key': 'Reads with predicted CDS', 'value': '51302'}, {'key': 'Reads with predicted RNA', 'value': '551'}, {'key': 'Reads with InterProScan match', 'value': '270'}, {'key': 'Predicted CDS', 'value': '51510'}, {'key': 'Predicted CDS with InterProScan match', 'value': '270'}, {'key': 'Total InterProScan matches', 'value': '564'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014337,samples,ERR1189765,runs,MGYS00001499,studies
200,analysis-jobs,MGYA00099437,MGYA00099437,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '444'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '381'}, {'key': 'Nucleotide sequences after length filtering', 'value': '273'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '273'}, {'key': 'Reads with predicted CDS', 'value': '36'}, {'key': 'Reads with predicted RNA', 'value': '4'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '36'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014348,samples,ERR1189776,runs,MGYS00001499,studies
